Label,Protocol Type,Rate,Tot size,IAT,size_kb,rate_mbps,coef_variacion,total_flags,protocolo_principal,rango_iat
Mirai-greip_flood,47,8411.824636,573.2,0.00012,0.559766,0.008412,0.08374,0.0,ICMP,medio
Mirai-greip_flood,47,2489.792236,567.64,0.000402,0.554336,0.00249,0.128401,0.0,ARP,medio
Mirai-greip_flood,47,1760.965984,559.38,0.000569,0.54627,0.001761,0.165914,0.02,HTTPS,medio
Mirai-greip_flood,47,4305.338685,574.52,0.000232,0.561055,0.004305,0.060572,0.0,UDP,medio
Mirai-greip_flood,47,2309.358998,552.88,0.000433,0.539922,0.002309,0.199119,0.02,DNS,medio
Mirai-greip_flood,47,4330.721735,568.5,0.000233,0.555176,0.004331,0.117585,0.02,HTTPS,medio
Mirai-greip_flood,47,1528.046399,569.35,0.000655,0.556006,0.001528,0.109094,0.02,DNS,medio
Mirai-greip_flood,47,1607.148495,568.45,0.000623,0.555127,0.001607,0.119837,0.02,DNS,medio
Mirai-greip_flood,47,1678.245213,567.58,0.000598,0.554277,0.001678,0.12916,0.01,TCP,medio
Mirai-greip_flood,47,4097.360452,578.0,0.000245,0.564453,0.004097,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4745.600398,578.0,0.000213,0.564453,0.004746,0.0,0.0,IPv,medio
Mirai-greip_flood,47,1067.418607,567.7,0.00094,0.554395,0.001067,0.127646,0.02,HTTPS,medio
Mirai-greip_flood,47,10422.961656,578.0,0.000097,0.564453,0.010423,0.0,0.0,IPv,medio
Mirai-greip_flood,47,10899.391923,578.0,0.000093,0.564453,0.010899,0.0,0.0,IPv,medio
Mirai-greip_flood,47,9359.778631,578.0,0.000107,0.564453,0.00936,0.0,0.0,IPv,medio
Mirai-greip_flood,47,3795.647177,569.34,0.000264,0.555996,0.003796,0.109094,0.0,UDP,medio
Mirai-greip_flood,47,3008.15744,573.2,0.000335,0.559766,0.003008,0.08374,0.0,ICMP,medio
Mirai-greip_flood,47,8258.942601,578.0,0.000121,0.564453,0.008259,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4132.92999,572.82,0.000243,0.559395,0.004133,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,16841.212608,578.0,0.000059,0.564453,0.016841,0.0,0.0,IPv,medio
Mirai-greip_flood,47,5297.978981,578.0,0.000189,0.564453,0.005298,0.0,0.0,IPv,medio
Mirai-greip_flood,47,5572.270861,578.0,0.00018,0.564453,0.005572,0.0,0.0,IPv,medio
Mirai-greip_flood,47,8345.212893,572.82,0.00012,0.559395,0.008345,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,3939.497314,578.0,0.000256,0.564453,0.003939,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4151.625292,572.82,0.000242,0.559395,0.004152,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,3891.830902,567.64,0.000258,0.554336,0.003892,0.128401,0.0,ARP,medio
Mirai-greip_flood,47,4416.358506,572.88,0.000227,0.559453,0.004416,0.089373,0.01,HTTPS,medio
Mirai-greip_flood,47,7461.050235,578.0,0.000136,0.564453,0.007461,0.0,0.0,IPv,medio
Mirai-greip_flood,47,3626.471148,572.82,0.000276,0.559395,0.003626,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,13041.179031,572.82,0.000077,0.559395,0.013041,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,5209.409544,578.0,0.000193,0.564453,0.005209,0.0,0.0,IPv,medio
Mirai-greip_flood,47,2740.551207,572.82,0.000366,0.559395,0.002741,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,12562.686075,578.0,0.00008,0.564453,0.012563,0.0,0.0,IPv,medio
Mirai-greip_flood,47,7387.589608,572.8,0.000135,0.559375,0.007388,0.090782,0.02,TCP,medio
Mirai-greip_flood,47,145990.393317,578.0,0.000007,0.564453,0.14599,0.0,0.0,IPv,bajo
Mirai-greip_flood,47,4160.396766,572.82,0.00024,0.559395,0.00416,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,7881.363448,578.0,0.000127,0.564453,0.007881,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4842.13297,567.62,0.000207,0.554316,0.004842,0.128653,0.01,TCP,medio
Mirai-greip_flood,47,5454.018699,578.36,0.000184,0.564805,0.005454,0.003557,0.0,ICMP,medio
Mirai-greip_flood,47,10529.457248,572.82,0.000097,0.559395,0.010529,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,3739.57204,567.64,0.000268,0.554336,0.00374,0.128401,0.0,ARP,medio
Mirai-greip_flood,47,1019.918831,578.12,0.000989,0.56457,0.00102,0.002076,0.0,ICMP,medio
Mirai-greip_flood,47,2599.893384,563.69,0.000504,0.550479,0.0026,0.146349,0.01,DNS,medio
Mirai-greip_flood,47,3732.716302,578.0,0.000269,0.564453,0.003733,0.0,0.0,IPv,medio
Mirai-greip_flood,47,10719.169925,572.82,0.000094,0.559395,0.010719,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,5408.655284,578.0,0.000187,0.564453,0.005409,0.0,0.0,IPv,medio
Mirai-greip_flood,47,1687.964167,572.82,0.000595,0.559395,0.001688,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,2878.607607,578.0,0.000347,0.564453,0.002879,0.0,0.0,IPv,medio
Mirai-greip_flood,47,2243.05127,572.82,0.000446,0.559395,0.002243,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,8568.197418,578.0,0.000118,0.564453,0.008568,0.0,0.0,IPv,medio
Mirai-greip_flood,47,3288.592688,578.0,0.000304,0.564453,0.003289,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4282.873831,567.6,0.000234,0.554297,0.004283,0.128905,0.02,TCP,medio
Mirai-greip_flood,47,4398.666023,574.52,0.000228,0.561055,0.004399,0.060572,0.0,UDP,medio
Mirai-greip_flood,47,6488.010271,578.0,0.000154,0.564453,0.006488,0.0,0.0,IPv,medio
Mirai-greip_flood,47,13278.57663,578.0,0.000076,0.564453,0.013279,0.0,0.0,IPv,medio
Mirai-greip_flood,47,6236.32687,567.64,0.000161,0.554336,0.006236,0.128401,0.0,ARP,medio
Mirai-greip_flood,47,6253.901323,578.0,0.000161,0.564453,0.006254,0.0,0.0,IPv,medio
Mirai-greip_flood,47,5233.98223,578.0,0.000192,0.564453,0.005234,0.0,0.0,IPv,medio
Mirai-greip_flood,47,7106.821648,578.0,0.000141,0.564453,0.007107,0.0,0.0,IPv,medio
Mirai-greip_flood,47,2633.455139,552.68,0.00038,0.539727,0.002633,0.200784,0.0,DNS,medio
Mirai-greip_flood,47,3178.948007,578.0,0.000315,0.564453,0.003179,0.0,0.0,IPv,medio
Mirai-greip_flood,47,13459.243333,578.0,0.000076,0.564453,0.013459,0.0,0.0,IPv,medio
Mirai-greip_flood,47,5477.594943,578.0,0.000184,0.564453,0.005478,0.0,0.0,IPv,medio
Mirai-greip_flood,47,803.483425,547.72,0.001247,0.534883,0.000803,0.219996,0.05,HTTPS,alto
Mirai-greip_flood,47,11767.209067,578.0,0.000088,0.564453,0.011767,0.0,0.0,IPv,medio
Mirai-greip_flood,47,3200.928003,578.0,0.000314,0.564453,0.003201,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4172.066884,578.0,0.000241,0.564453,0.004172,0.0,0.0,IPv,medio
Mirai-greip_flood,47,2431.903519,578.0,0.000413,0.564453,0.002432,0.0,0.0,IPv,medio
Mirai-greip_flood,47,904.110451,557.66,0.001113,0.54459,0.000904,0.179683,0.0,ARP,alto
Mirai-greip_flood,47,3709.606778,573.43,0.00027,0.55999,0.00371,0.079696,0.0,DNS,medio
Mirai-greip_flood,47,3275.801904,573.08,0.000309,0.559648,0.003276,0.087992,0.02,HTTPS,medio
Mirai-greip_flood,47,6479.991348,578.0,0.000154,0.564453,0.00648,0.0,0.0,IPv,medio
Mirai-greip_flood,47,13887.044333,578.0,0.000074,0.564453,0.013887,0.0,0.0,IPv,medio
Mirai-greip_flood,47,2283.14871,545.59,0.000439,0.532803,0.002283,0.221114,0.0,DNS,medio
Mirai-greip_flood,47,1012.933406,574.52,0.000989,0.561055,0.001013,0.060572,0.0,UDP,medio
Mirai-greip_flood,47,1923.004695,556.09,0.000522,0.543057,0.001923,0.177726,0.03,TCP,medio
Mirai-greip_flood,47,3213.681291,572.82,0.000311,0.559395,0.003214,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,5253.452573,578.0,0.000191,0.564453,0.005253,0.0,0.0,IPv,medio
Mirai-greip_flood,47,6413.995382,578.0,0.000157,0.564453,0.006414,0.0,0.0,IPv,medio
Mirai-greip_flood,47,1276.750458,557.22,0.000784,0.54416,0.001277,0.183617,0.01,TCP,medio
Mirai-greip_flood,47,553.887762,567.84,0.001805,0.554531,0.000554,0.125881,0.03,HTTPS,alto
Mirai-greip_flood,47,301.788221,540.3,0.003314,0.527637,0.000302,0.416785,0.11,HTTPS,alto
Mirai-greip_flood,47,1467.047684,567.64,0.000683,0.554336,0.001467,0.128401,0.0,ARP,medio
Mirai-greip_flood,47,9086.840851,575.48,0.000113,0.561992,0.009087,0.04379,0.0,DNS,medio
Mirai-greip_flood,47,2485.528211,547.12,0.000404,0.534297,0.002486,0.224538,0.03,HTTPS,medio
Mirai-greip_flood,47,10864.665199,572.82,0.000092,0.559395,0.010865,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,5408.934282,578.0,0.000185,0.564453,0.005409,0.0,0.0,IPv,medio
Mirai-greip_flood,47,5197.209521,578.0,0.000192,0.564453,0.005197,0.0,0.0,IPv,medio
Mirai-greip_flood,47,1468.408744,562.9,0.000796,0.549707,0.001468,0.153351,0.0,DNS,medio
Mirai-greip_flood,47,6385.287804,567.89,0.000158,0.55458,0.006385,0.125886,0.05,HTTPS,medio
Mirai-greip_flood,47,9855.963906,578.0,0.000102,0.564453,0.009856,0.0,0.0,IPv,medio
Mirai-greip_flood,47,3078.727199,572.88,0.000325,0.559453,0.003079,0.089373,0.02,HTTPS,medio
Mirai-greip_flood,47,4427.500449,562.46,0.000227,0.549277,0.004428,0.157895,0.0,ARP,medio
Mirai-greip_flood,47,3799.980068,578.0,0.000266,0.564453,0.0038,0.0,0.0,IPv,medio
Mirai-greip_flood,47,2114.075172,563.09,0.000474,0.549893,0.002114,0.151602,0.02,TCP,medio
Mirai-greip_flood,47,7854.207708,578.0,0.000128,0.564453,0.007854,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4418.917581,572.82,0.000226,0.559395,0.004419,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,6176.268591,578.0,0.000163,0.564453,0.006176,0.0,0.0,IPv,medio
Mirai-greip_flood,47,7658.730941,567.62,0.000131,0.554316,0.007659,0.128653,0.01,TCP,medio
Mirai-greip_flood,47,3267.228043,572.88,0.000307,0.559453,0.003267,0.089373,0.01,HTTPS,medio
Mirai-greip_flood,47,5278.177814,578.0,0.000191,0.564453,0.005278,0.0,0.0,IPv,medio
Mirai-greip_flood,47,5707.079586,578.0,0.000175,0.564453,0.005707,0.0,0.0,IPv,medio
Mirai-greip_flood,47,5457.638058,567.64,0.000185,0.554336,0.005458,0.128401,0.0,ARP,medio
Mirai-greip_flood,47,4116.906164,578.0,0.000245,0.564453,0.004117,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4263.500615,578.0,0.000236,0.564453,0.004264,0.0,0.0,IPv,medio
Mirai-greip_flood,47,5277.314477,567.64,0.000198,0.554336,0.005277,0.128401,0.0,ARP,medio
Mirai-greip_flood,47,4324.693509,578.0,0.000232,0.564453,0.004325,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4711.642328,572.82,0.000213,0.559395,0.004712,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,7525.575053,578.0,0.000134,0.564453,0.007526,0.0,0.0,IPv,medio
Mirai-greip_flood,47,8282.263734,572.82,0.000121,0.559395,0.008282,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,4681.613108,578.0,0.000214,0.564453,0.004682,0.0,0.0,IPv,medio
Mirai-greip_flood,47,19301.01698,578.0,0.000052,0.564453,0.019301,0.0,0.0,IPv,medio
Mirai-greip_flood,47,1064.96312,555.94,0.000939,0.54291,0.001065,0.17603,0.08,TCP,medio
Mirai-greip_flood,47,13939.195746,578.0,0.000073,0.564453,0.013939,0.0,0.0,IPv,medio
Mirai-greip_flood,47,3498.110123,572.82,0.000287,0.559395,0.003498,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,3529.45968,578.0,0.000339,0.564453,0.003529,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4148.340388,578.0,0.000242,0.564453,0.004148,0.0,0.0,IPv,medio
Mirai-greip_flood,47,6499.471588,573.18,0.000154,0.559746,0.006499,0.084092,0.0,DNS,medio
Mirai-greip_flood,47,2392.684416,572.82,0.000418,0.559395,0.002393,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,5312.406115,567.78,0.000188,0.554473,0.005312,0.126646,0.01,TCP,medio
Mirai-greip_flood,47,2075.16562,578.0,0.000482,0.564453,0.002075,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4011.73016,578.0,0.000249,0.564453,0.004012,0.0,0.0,IPv,medio
Mirai-greip_flood,47,6847.955069,578.0,0.000146,0.564453,0.006848,0.0,0.0,IPv,medio
Mirai-greip_flood,47,13732.455882,578.0,0.000073,0.564453,0.013732,0.0,0.0,IPv,medio
Mirai-greip_flood,47,2599.554996,572.82,0.000386,0.559395,0.0026,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,4525.087928,563.22,0.000221,0.55002,0.004525,0.150072,0.0,ARP,medio
Mirai-greip_flood,47,13856.306574,578.0,0.000073,0.564453,0.013856,0.0,0.0,IPv,medio
Mirai-greip_flood,47,7169.995555,578.0,0.000141,0.564453,0.00717,0.0,0.0,IPv,medio
Mirai-greip_flood,47,7747.716861,572.8,0.00013,0.559375,0.007748,0.090782,0.02,TCP,medio
Mirai-greip_flood,47,4267.491479,562.97,0.000235,0.549775,0.004267,0.152574,0.0,DNS,medio
Mirai-greip_flood,47,2074.006092,554.36,0.000482,0.541367,0.002074,0.18834,0.02,DNS,medio
Mirai-greip_flood,47,5830.84815,572.82,0.000172,0.559395,0.005831,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,1343.363739,569.72,0.000746,0.556367,0.001343,0.103564,0.0,UDP,medio
Mirai-greip_flood,47,5096.35966,578.0,0.000198,0.564453,0.005096,0.0,0.0,IPv,medio
Mirai-greip_flood,47,3619.773543,578.0,0.000277,0.564453,0.00362,0.0,0.0,IPv,medio
Mirai-greip_flood,47,3292.077296,578.0,0.000305,0.564453,0.003292,0.0,0.0,IPv,medio
Mirai-greip_flood,47,6559.954956,578.0,0.000154,0.564453,0.00656,0.0,0.0,IPv,medio
Mirai-greip_flood,47,876.600191,558.39,0.001141,0.545303,0.000877,0.172943,0.03,HTTPS,alto
Mirai-greip_flood,47,2695.776024,567.89,0.000373,0.55458,0.002696,0.125286,0.0,UDP,medio
Mirai-greip_flood,47,3559.351318,563.74,0.000283,0.550527,0.003559,0.144564,0.0,DNS,medio
Mirai-greip_flood,47,3115.638719,575.01,0.000321,0.561533,0.003116,0.051999,0.02,HTTPS,medio
Mirai-greip_flood,47,4600.884131,567.83,0.000217,0.554521,0.004601,0.126007,0.01,HTTPS,medio
Mirai-greip_flood,47,2483.482545,567.64,0.000405,0.554336,0.002483,0.128401,0.0,ARP,medio
Mirai-greip_flood,47,2666.029341,574.36,0.000378,0.560898,0.002666,0.063375,0.0,UDP,medio
Mirai-greip_flood,47,6154.608285,578.0,0.000162,0.564453,0.006155,0.0,0.0,IPv,medio
Mirai-greip_flood,47,2159.919254,572.88,0.000463,0.559453,0.00216,0.089373,0.01,HTTPS,medio
Mirai-greip_flood,47,1016.199872,577.92,0.000985,0.564375,0.001016,0.200108,0.01,HTTPS,medio
Mirai-greip_flood,47,4702.978113,553.3,0.000213,0.540332,0.004703,0.195628,0.0,UDP,medio
Mirai-greip_flood,47,3556.574607,567.7,0.000281,0.554395,0.003557,0.127646,0.01,HTTPS,medio
Mirai-greip_flood,47,2407.848765,578.0,0.000415,0.564453,0.002408,0.0,0.0,IPv,medio
Mirai-greip_flood,47,3621.899071,572.82,0.000276,0.559395,0.003622,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,2270.35758,578.0,0.000442,0.564453,0.00227,0.0,0.0,IPv,medio
Mirai-greip_flood,47,1427.551725,563.79,0.000701,0.550576,0.001428,0.145335,0.0,DNS,medio
Mirai-greip_flood,47,2029.429923,572.82,0.000493,0.559395,0.002029,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,1255.144553,569.45,0.000799,0.556104,0.001255,0.106705,0.0,UDP,medio
Mirai-greip_flood,47,6720.88708,562.72,0.000149,0.549531,0.006721,0.155185,0.03,HTTP,medio
Mirai-greip_flood,47,9417.994836,578.0,0.000108,0.564453,0.009418,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4119.939099,572.82,0.000243,0.559395,0.00412,0.09043,0.0,ARP,medio
Mirai-greip_flood,47,1619.384879,567.76,0.000619,0.554453,0.001619,0.128421,0.0,ARP,medio
Mirai-greip_flood,47,5858.948427,578.0,0.000172,0.564453,0.005859,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4209.458049,578.0,0.000239,0.564453,0.004209,0.0,0.0,IPv,medio
Mirai-greip_flood,47,6937.205802,578.0,0.000146,0.564453,0.006937,0.0,0.0,IPv,medio
Mirai-greip_flood,47,10424.256884,572.94,0.000098,0.559512,0.010424,0.090456,0.0,ARP,medio
Mirai-greip_flood,47,2766.107418,578.0,0.000362,0.564453,0.002766,0.0,0.0,IPv,medio
Mirai-greip_flood,6,145.888277,261.16,0.006857,0.255039,0.000146,1.727721,0.92,HTTPS,alto
Mirai-greip_flood,47,918.315274,562.72,0.001203,0.549531,0.000918,0.156465,0.02,HTTPS,alto
Mirai-greip_flood,47,1234.3994,567.58,0.000818,0.554277,0.001234,0.12916,0.01,TCP,medio
Mirai-greip_flood,47,7966.238058,578.0,0.000127,0.564453,0.007966,0.0,0.0,IPv,medio
Mirai-greip_flood,47,3115.847027,562.42,0.000322,0.549238,0.003116,0.158312,0.04,TCP,medio
Mirai-greip_flood,47,1714.501077,578.12,0.000583,0.56457,0.001715,0.002076,0.0,ICMP,medio
Mirai-greip_flood,47,14246.956522,578.0,0.00007,0.564453,0.014247,0.0,0.0,IPv,medio
Mirai-greip_flood,47,7642.264453,572.8,0.000131,0.559375,0.007642,0.090782,0.02,TCP,medio
Mirai-greip_flood,47,7736.998026,578.0,0.00013,0.564453,0.007737,0.0,0.0,IPv,medio
Mirai-greip_flood,47,3531.956245,557.56,0.000284,0.544492,0.003532,0.180518,0.04,HTTPS,medio
Mirai-greip_flood,47,10416.749038,578.0,0.000097,0.564453,0.010417,0.0,0.0,IPv,medio
Mirai-greip_flood,47,6126.29119,578.0,0.000164,0.564453,0.006126,0.0,0.0,IPv,medio
Mirai-greip_flood,47,13478.706858,578.0,0.000075,0.564453,0.013479,0.0,0.0,IPv,medio
Mirai-greip_flood,47,4921.043739,578.0,0.000204,0.564453,0.004921,0.0,0.0,IPv,medio
Mirai-greip_flood,47,2545.303606,578.0,0.000394,0.564453,0.002545,0.0,0.0,IPv,medio
Mirai-greip_flood,47,3431.96223,578.0,0.000293,0.564453,0.003432,0.0,0.0,IPv,medio
Mirai-greip_flood,47,1338.797085,568.21,0.000748,0.554893,0.001339,0.121243,0.03,HTTPS,medio
Mirai-greip_flood,47,2334.812572,578.0,0.00043,0.564453,0.002335,0.0,0.0,IPv,medio
Mirai-greip_flood,47,9697.364284,578.0,0.000105,0.564453,0.009697,0.0,0.0,IPv,medio
Mirai-greip_flood,47,7304.604667,574.52,0.000137,0.561055,0.007305,0.060572,0.0,UDP,medio
Mirai-greip_flood,47,9828.019776,578.0,0.000103,0.564453,0.009828,0.0,0.0,IPv,medio
Mirai-greip_flood,47,889.490605,557.94,0.001124,0.544863,0.000889,0.177092,0.04,HTTPS,alto
Mirai-greip_flood,47,723.57254,563.11,0.001385,0.549912,0.000724,0.152436,0.0,DNS,alto
Mirai-greip_flood,47,3458.649295,572.96,0.000291,0.559531,0.003459,0.087964,0.01,HTTPS,medio
Mirai-greip_flood,47,4969.436743,563.86,0.000204,0.550645,0.004969,0.144946,0.03,TCP,medio
Mirai-greip_flood,47,7404.021254,578.0,0.000135,0.564453,0.007404,0.0,0.0,IPv,medio
Mirai-greip_flood,47,12924.639468,567.64,0.0001,0.554336,0.012925,0.128401,0.0,ARP,medio
Mirai-greip_flood,47,365.280808,536.48,0.00274,0.523906,0.000365,0.2483,0.05,HTTPS,alto
Mirai-greip_flood,47,1277.629399,521.61,0.000786,0.509385,0.001278,0.309106,0.05,HTTP,medio
DDoS-SYN_Flood,6,39386.834445,60.0,0.000025,0.058594,0.039387,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,42590.414297,60.0,0.000023,0.058594,0.04259,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,29506.183609,60.0,0.000034,0.058594,0.029506,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,25846.093172,60.14,0.000039,0.05873,0.025846,0.023279,1.0,HTTPS,bajo
DDoS-SYN_Flood,6,20104.994727,62.14,0.00005,0.060684,0.020105,0.322414,1.02,HTTP,medio
DDoS-SYN_Flood,6,26730.635396,60.0,0.000037,0.058594,0.026731,0.0,0.99,TCP,bajo
DDoS-SYN_Flood,6,3194.783907,62.97,0.000313,0.061494,0.003195,0.408887,1.02,HTTP,medio
DDoS-SYN_Flood,6,29359.540809,60.0,0.000034,0.058594,0.02936,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,19263.785422,60.0,0.000053,0.058594,0.019264,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,43311.689385,60.0,0.000023,0.058594,0.043312,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,44053.18769,60.14,0.000023,0.05873,0.044053,0.023279,1.01,HTTPS,bajo
DDoS-SYN_Flood,6,16299.953365,60.0,0.000061,0.058594,0.0163,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,44945.392199,62.39,0.000022,0.060928,0.044945,0.383074,0.99,TCP,bajo
DDoS-SYN_Flood,6,30285.970106,61.7,0.000033,0.060254,0.030286,0.275527,0.99,TCP,bajo
DDoS-SYN_Flood,6,30619.827712,60.0,0.000033,0.058594,0.03062,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,41560.681728,60.0,0.000024,0.058594,0.041561,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,38728.56879,60.0,0.000026,0.058594,0.038729,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,16803.42935,60.0,0.00006,0.058594,0.016803,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,35805.907461,60.0,0.000028,0.058594,0.035806,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,23175.511106,60.0,0.000043,0.058594,0.023176,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,13566.774486,60.0,0.000074,0.058594,0.013567,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,17787.54877,60.0,0.000057,0.058594,0.017788,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,25375.425011,60.37,0.000039,0.058955,0.025375,0.061289,1.01,HTTPS,bajo
DDoS-SYN_Flood,6,45392.900433,60.0,0.000022,0.058594,0.045393,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,38227.342326,60.0,0.000026,0.058594,0.038227,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,17609.068391,62.05,0.000057,0.060596,0.017609,0.330379,0.99,TCP,medio
DDoS-SYN_Flood,6,34458.626356,60.0,0.000029,0.058594,0.034459,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,33399.458513,60.0,0.00003,0.058594,0.033399,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,48635.250464,60.0,0.000021,0.058594,0.048635,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,19470.355584,60.0,0.000051,0.058594,0.01947,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,69201.517901,60.0,0.000014,0.058594,0.069202,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,10330.543583,60.0,0.000123,0.058594,0.010331,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,74301.222321,60.0,0.000013,0.058594,0.074301,0.0,1.01,TCP,bajo
DDoS-SYN_Flood,6,26860.736471,60.0,0.000037,0.058594,0.026861,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,26075.87193,60.0,0.000039,0.058594,0.026076,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,41020.08802,60.0,0.000024,0.058594,0.04102,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,29708.910611,60.0,0.000034,0.058594,0.029709,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,18314.938212,60.0,0.000055,0.058594,0.018315,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,53883.658787,60.0,0.000019,0.058594,0.053884,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,73584.280702,60.0,0.000015,0.058594,0.073584,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,19646.372195,60.0,0.000051,0.058594,0.019646,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,41462.079873,60.0,0.000024,0.058594,0.041462,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,14359.137282,60.0,0.00007,0.058594,0.014359,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,34200.130463,62.63,0.000029,0.061162,0.0342,0.410362,1.01,HTTPS,bajo
DDoS-SYN_Flood,6,32478.736255,60.0,0.000031,0.058594,0.032479,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,30599.722769,60.0,0.000033,0.058594,0.0306,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,39016.781395,60.0,0.000026,0.058594,0.039017,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,50225.170638,60.0,0.000027,0.058594,0.050225,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,110872.429289,60.0,0.000009,0.058594,0.110872,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,44983.955384,60.0,0.000022,0.058594,0.044984,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,36669.907326,60.0,0.000027,0.058594,0.03667,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,9758.961353,60.0,0.000102,0.058594,0.009759,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,34014.305409,60.0,0.000029,0.058594,0.034014,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,8721.417284,60.0,0.000115,0.058594,0.008721,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,22297.081495,60.0,0.000045,0.058594,0.022297,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,33613.591922,60.0,0.00003,0.058594,0.033614,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,43572.657386,60.0,0.000023,0.058594,0.043573,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,58238.044988,60.0,0.000017,0.058594,0.058238,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,15264.781454,60.0,0.000066,0.058594,0.015265,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,33978.483474,60.0,0.00003,0.058594,0.033978,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,29744.727324,60.0,0.000034,0.058594,0.029745,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,11757.97264,60.0,0.000085,0.058594,0.011758,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,63205.3044,60.0,0.000016,0.058594,0.063205,0.0,1.0,TCP,bajo
